name,team,w,l,era,gs,g,sv,ip,h,er,hr,so,bb,whip,k/9,bb/9,fip,war,ra9-war,adp,playerid,so/bb,winpercentage,ranking
Rob Whalen,Mariners,1.0,1.0,4.54,0.0,15.0,0.0,15.0,15.0,8.0,2.0,13.0,6.0,1.4,7.5,3.49,4.64,0.0,0.0,999.0,14165,2.1666666666666665,1.0,1063
Rogelio Armenteros,Astros,0.0,0.0,4.63,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.38,8.82,3.75,4.64,0.0,0.0,717.4,sa877310,0,0,1612
Andres Machado,Royals,1.0,1.0,4.6,0.0,15.0,0.0,15.0,15.0,8.0,2.0,12.0,5.0,1.38,7.47,3.29,4.64,0.0,0.0,999.0,14681,2.4,1.0,1015
Dean Kiekhefer,Cardinals,0.0,0.0,4.49,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.45,6.54,3.44,4.64,0.0,0.0,999.0,10529,0,0,1786
Yoan Lopez,Diamondbacks,0.0,0.0,4.55,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.43,8.38,4.15,4.64,0.0,0.0,999.0,sa862560,0,0,1714
Angel Castro,Athletics,0.0,0.0,4.54,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.4,6.52,3.12,4.64,0.0,0.0,999.0,3243,0,0,1713
Jhoulys Chacin,Brewers,7.0,9.0,4.71,23.0,23.0,0.0,127.0,134.0,67.0,18.0,109.0,51.0,1.45,7.67,3.63,4.65,1.4,1.0,359.1,2608,2.1372549019607843,0.7777777777777778,1094
Taylor Guerrieri,Blue Jays,3.0,4.0,4.67,6.0,31.0,0.0,62.0,67.0,32.0,8.0,45.0,22.0,1.44,6.54,3.27,4.65,0.4,0.3,999.0,sa597787,2.0454545454545454,0.75,1182
Dallas Beeler,Cubs,0.0,0.0,4.48,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.45,6.34,3.52,4.65,0.0,0.0,999.0,11471,0,0,1815
Jake Stinnett,Cubs,0.0,0.0,4.43,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.44,7.74,4.14,4.65,0.0,0.0,999.0,sa738473,0,0,1749
Damien Magnifico,Angels,1.0,1.0,4.26,0.0,25.0,0.0,25.0,24.0,12.0,3.0,22.0,14.0,1.51,7.84,5.07,4.65,0.0,0.0,999.0,13395,1.5714285714285714,1.0,1312
Kendall Graveman,Athletics,8.0,10.0,4.77,26.0,26.0,0.0,151.0,170.0,80.0,20.0,100.0,47.0,1.44,5.95,2.82,4.65,1.4,1.1,477.1,15514,2.127659574468085,0.8,1178
Luke Sims,Braves,0.0,1.0,4.54,2.0,2.0,0.0,9.0,8.0,5.0,1.0,9.0,4.0,1.42,9.14,4.47,4.65,0.1,0.1,643.7,13470,2.25,0.0,1430
Elliot Morris,Padres,0.0,0.0,4.53,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.41,7.66,3.68,4.65,0.0,0.0,999.0,sa737798,0,0,1673
Ryan Merritt,Indians,1.0,1.0,4.47,2.0,17.0,0.0,24.0,26.0,12.0,4.0,16.0,5.0,1.31,6.02,2.0,4.65,0.1,0.1,645.0,13688,3.2,1.0,1011
Tsuyoshi Wada,Cubs,0.0,0.0,4.48,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.32,7.84,2.76,4.65,0.0,0.0,999.0,13046,0,0,1483
Jake Dunning,Giants,0.0,0.0,4.46,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.48,6.79,4.15,4.65,0.0,0.0,999.0,10803,0,0,1882
Jaron Long,Nationals,0.0,0.0,4.67,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.38,5.99,2.4,4.65,0.0,0.0,999.0,sa706969,0,0,1732
Michael O'Neal,Braves,0.0,0.0,4.49,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.45,7.78,4.09,4.65,0.0,0.0,999.0,sa914643,0,0,1753
John Kuchno,Pirates,0.0,0.0,4.62,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.5,6.14,3.65,4.65,0.0,0.0,999.0,sa658331,0,0,1938
Colton Reavis,Rays,0.0,0.0,4.44,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.43,7.94,4.13,4.65,0.0,0.0,999.0,sa738451,0,0,1716
Braulio Lara,Nationals,0.0,0.0,4.39,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.51,8.2,4.86,4.66,0.0,0.0,999.0,sa506176,1.0,0,1841
Williams Perez,Braves,0.0,0.0,4.67,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.48,7.06,3.83,4.66,0.0,0.0,999.0,11592,0,0,1848
Matt Benedict,Pirates,0.0,0.0,4.72,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.41,5.6,2.51,4.66,0.0,0.0,999.0,sa598565,0,0,1816
Ty Blach,Giants,6.0,7.0,4.52,19.0,19.0,0.0,115.0,129.0,58.0,14.0,63.0,34.0,1.42,4.93,2.67,4.66,0.7,0.7,668.9,14361,1.8529411764705883,0.8571428571428571,1235
Jose Dominguez,Padres,0.0,0.0,4.53,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.49,8.68,4.86,4.66,0.0,0.0,999.0,11571,1.0,0,1804
Tayron Guerrero,Marlins,0.0,1.0,4.54,0.0,10.0,0.0,10.0,9.0,5.0,1.0,10.0,6.0,1.53,8.67,5.33,4.66,0.0,0.0,999.0,11691,1.6666666666666667,0.0,1657
Luis Mateo,Mets,0.0,0.0,4.55,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.45,7.55,3.97,4.66,0.0,0.0,999.0,sa597557,0,0,1765
Rob Scahill,Brewers,0.0,0.0,4.74,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.5,7.03,3.71,4.66,0.0,0.0,999.0,9286,0,0,1864
JC Ramirez,Angels,7.0,7.0,4.54,19.0,19.0,0.0,112.0,117.0,57.0,15.0,83.0,41.0,1.4,6.66,3.25,4.66,1.0,1.0,531.2,8302,2.024390243902439,1.0,1039
Aaron Bummer,White Sox,2.0,2.0,4.36,0.0,35.0,0.0,35.0,33.0,17.0,4.0,34.0,20.0,1.51,8.62,5.03,4.66,0.0,0.1,999.0,16258,1.7,1.0,1254
Duane Underwood Jr.,Cubs,0.0,0.0,4.43,0.0,10.0,0.0,10.0,10.0,5.0,1.0,9.0,4.0,1.4,7.76,3.78,4.66,0.0,0.0,999.0,sa657936,2.25,0,1372
Yohander Mendez,Rangers,1.0,1.0,4.52,0.0,15.0,0.0,15.0,15.0,8.0,2.0,13.0,6.0,1.39,8.01,3.52,4.66,0.0,0.1,648.9,14391,2.1666666666666665,1.0,1010
Tom Wilhelmsen,Diamondbacks,0.0,0.0,4.7,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.48,7.47,4.03,4.66,0.0,0.0,999.0,9975,0,0,1849
Keyvius Sampson,Reds,0.0,0.0,4.45,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.45,9.69,4.96,4.66,0.0,0.0,999.0,10039,1.0,0,1738
Rowan Wick,Cardinals,0.0,0.0,4.52,0.0,10.0,0.0,10.0,10.0,5.0,1.0,9.0,5.0,1.46,8.27,4.47,4.66,0.0,0.0,999.0,sa549441,1.8,0,1529
Scott Downs,Royals,0.0,0.0,4.48,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.54,5.96,4.1,4.66,0.0,0.0,999.0,773,0,0,2034
Mitch Lively,,0.0,0.0,4.63,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.4,7.18,3.22,4.66,0.0,0.0,999.0,sa390254,0,0,1671
Robert Gsellman,Mets,5.0,6.0,4.6,16.0,16.0,0.0,90.0,98.0,46.0,12.0,63.0,32.0,1.43,6.33,3.16,4.66,0.8,0.5,541.1,13696,1.96875,0.8333333333333334,1147
Ben Paullus,Padres,0.0,0.0,4.59,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.44,7.75,3.89,4.67,0.0,0.0,999.0,sa599733,0,0,1701
Kevin Quackenbush,Padres,0.0,0.0,4.66,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.44,7.68,3.74,4.67,0.0,0.0,999.0,12360,0,0,1698
Julio Teheran,Braves,9.0,12.0,4.67,29.0,29.0,0.0,179.0,184.0,93.0,29.0,153.0,60.0,1.36,7.69,3.02,4.67,1.5,1.4,246.7,6797,2.55,0.75,894
Jerome Williams,Cardinals,0.0,0.0,4.7,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.41,6.25,2.64,4.67,0.0,0.0,999.0,1137,0,0,1633
Brett Oberholtzer,Angels,0.0,0.0,4.35,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.35,6.35,2.82,4.67,0.0,0.0,999.0,3855,0,0,1525
Jakob Junis,Royals,9.0,12.0,4.68,29.0,29.0,0.0,171.0,177.0,89.0,28.0,141.0,49.0,1.32,7.39,2.59,4.67,1.4,1.8,381.0,13619,2.877551020408163,0.75,852
Lewis Thorpe,Twins,0.0,0.0,4.49,0.0,10.0,0.0,10.0,10.0,5.0,1.0,10.0,5.0,1.42,8.73,4.21,4.67,0.0,0.1,999.0,sa739599,2.0,0,1419
Chris Jones,Angels,0.0,0.0,4.39,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.39,5.91,2.94,4.67,0.0,0.0,999.0,sa392067,0,0,1618
Bryan Garcia,Tigers,0.0,0.0,4.54,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.42,8.68,4.24,4.67,0.0,0.0,999.0,sa873996,0,0,1580
Al Alburquerque,White Sox,0.0,0.0,4.55,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.45,8.59,4.36,4.67,0.0,0.0,687.0,6324,0,0,1632
Michael Kohn,Braves,0.0,0.0,4.57,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.46,9.62,4.93,4.67,0.0,0.0,999.0,8505,1.0,0,1769
Tyler Spurlin,Brewers,0.0,0.0,4.69,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.55,7.53,4.51,4.67,0.0,0.0,999.0,sa739833,1.0,0,1930
Evan Mitchell,Reds,0.0,0.0,4.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.5,7.08,4.15,4.67,0.0,0.0,999.0,sa708969,0,0,1756
Kevin Jepsen,,0.0,1.0,4.59,0.0,10.0,0.0,10.0,10.0,5.0,1.0,9.0,4.0,1.42,8.12,3.88,4.67,0.0,0.0,999.0,6475,2.25,0.0,1409
Kyuji Fujikawa,Rangers,0.0,0.0,4.64,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.44,9.11,4.36,4.67,0.0,0.0,999.0,14443,0,0,1626
Ervin Santana,Twins,10.0,11.0,4.77,29.0,29.0,0.0,184.0,193.0,97.0,29.0,149.0,59.0,1.37,7.29,2.89,4.67,1.9,1.8,180.1,3200,2.5254237288135593,0.9090909090909091,931
Patrick Schuster,Phillies,0.0,0.0,4.43,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.47,7.98,4.36,4.67,0.0,0.0,999.0,10029,0,0,1670
Daury Torrez,Cubs,0.0,0.0,4.46,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.34,7.09,2.9,4.67,0.0,0.0,999.0,sa596959,0,0,1453
Joely Rodriguez,Phillies,0.0,0.0,4.42,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.51,7.27,4.39,4.67,0.0,0.0,999.0,11487,0,0,1770
Miller Diaz,Diamondbacks,0.0,0.0,4.59,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5,7.86,4.58,4.67,0.0,0.0,999.0,sa504858,1.0,0,1845
Sal Romano,Reds,4.0,4.0,4.57,11.0,11.0,0.0,64.0,66.0,32.0,9.0,53.0,24.0,1.41,7.43,3.39,4.67,0.7,0.6,625.5,13690,2.2083333333333335,1.0,1001
Josh Smith,Athletics,0.0,0.0,4.65,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.39,7.39,3.28,4.67,0.0,0.0,999.0,10946,0,0,1519
Victor Arano,Phillies,1.0,1.0,4.53,0.0,15.0,0.0,15.0,15.0,8.0,2.0,14.0,6.0,1.34,8.35,3.33,4.67,0.0,0.0,999.0,15915,2.3333333333333335,1.0,909
Casey Bloomquist,Cubs,0.0,0.0,4.55,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.41,5.84,2.82,4.68,0.0,0.0,999.0,sa875732,0,0,1657
Luke Jackson,Braves,0.0,0.0,4.6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5,8.29,4.65,4.68,0.0,0.0,999.0,11752,1.0,0,1849
Louis Coleman,Dodgers,0.0,0.0,4.41,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.38,8.93,4.16,4.68,0.0,0.0,999.0,9720,0,0,1549
Neil Wagner,Blue Jays,0.0,0.0,4.6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.44,8.17,4.09,4.68,0.0,0.0,999.0,8162,0,0,1674
Austin Brice,Reds,2.0,2.0,4.5,0.0,40.0,0.0,40.0,39.0,20.0,6.0,37.0,16.0,1.37,8.43,3.63,4.68,0.0,0.0,999.0,17237,2.3125,1.0,924
Kevin Comer,Astros,0.0,0.0,4.6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.43,8.7,4.2,4.68,0.0,0.0,999.0,sa597802,0,0,1657
Sam Runion,Nationals,0.0,0.0,4.58,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.42,7.41,3.56,4.68,0.0,0.0,999.0,sa390308,0,0,1642
Mike Minor,Rangers,7.0,7.0,4.7,21.0,21.0,0.0,120.0,118.0,63.0,20.0,117.0,48.0,1.38,8.78,3.57,4.68,1.3,1.4,291.7,10021,2.4375,1.0,890
Kyle Zimmer,Royals,2.0,2.0,4.6,2.0,27.0,0.0,34.0,33.0,18.0,5.0,31.0,15.0,1.41,8.24,3.93,4.68,0.0,0.1,999.0,sa621583,2.066666666666667,1.0,1053
Pat Misch,Marlins,0.0,0.0,4.64,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.45,6.39,3.31,4.68,0.0,0.0,999.0,5909,0,0,1759
Wil Ledezma,,0.0,0.0,4.39,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.51,8.11,4.91,4.68,0.0,0.0,999.0,1669,1.0,0,1908
Zack Dodson,Pirates,0.0,0.0,4.62,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.43,5.74,2.87,4.68,0.0,0.0,999.0,sa501219,0,0,1771
Michael Johnson,Dodgers,0.0,0.0,4.39,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,8.39,4.05,4.68,0.0,0.0,999.0,sa709717,0,0,1591
Kevin Siegrist,Phillies,0.0,0.0,4.46,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.41,9.53,4.48,4.68,0.0,0.0,999.0,8180,0,0,1624
Evan Rutckyj,Yankees,0.0,0.0,4.42,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.46,8.57,4.46,4.68,0.0,0.0,999.0,sa549263,0,0,1706
Blake Logan,Marlins,0.0,0.0,4.74,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.43,7.62,3.68,4.68,0.0,0.0,999.0,sa658236,0,0,1688
Kyle Lloyd,Padres,0.0,0.0,4.62,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.43,7.27,3.58,4.69,0.0,0.0,999.0,15378,0,0,1688
Lou Trivino,Athletics,0.0,1.0,4.56,0.0,10.0,0.0,10.0,10.0,5.0,1.0,8.0,5.0,1.49,7.15,4.24,4.69,0.0,0.0,999.0,sa737939,1.6,0.0,1695
Yimmi Brasoban,Padres,0.0,0.0,4.49,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.49,8.1,4.68,4.69,0.0,0.0,999.0,sa598120,1.0,0,1887
Adam Loewen,Diamondbacks,0.0,0.0,4.32,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.56,9.54,6.13,4.69,0.0,0.0,999.0,2134,1.0,0,1983
Rafael De Paula,Reds,0.0,0.0,4.53,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.37,9.37,4.02,4.69,0.0,0.0,999.0,sa657482,0,0,1553
Neal Cotts,Twins,0.0,0.0,4.53,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.39,8.1,3.75,4.69,0.0,0.0,999.0,1797,0,0,1592
C.J. Wilson,Angels,0.0,0.0,4.45,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.42,7.35,3.85,4.69,0.0,0.0,999.0,3580,0,0,1675
Ariel Pena,Brewers,0.0,0.0,4.65,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.44,9.54,4.5,4.69,0.0,0.0,999.0,10240,0,0,1700
Hoby Milner,Phillies,2.0,2.0,4.43,0.0,35.0,0.0,35.0,35.0,17.0,5.0,30.0,14.0,1.39,7.71,3.47,4.69,0.0,0.0,999.0,13346,2.142857142857143,1.0,971
Kevin Chapman,Astros,0.0,0.0,4.53,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.44,8.45,4.23,4.69,0.0,0.0,999.0,11240,0,0,1682
Joseph Colon,Indians,0.0,0.0,4.52,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.43,8.57,4.33,4.69,0.0,0.0,999.0,4920,0,0,1676
Zach Davies,Brewers,9.0,12.0,4.84,29.0,29.0,0.0,176.0,198.0,95.0,26.0,128.0,55.0,1.44,6.55,2.81,4.69,1.8,1.2,297.7,13183,2.327272727272727,0.75,1108
Ryan Thompson,Astros,0.0,0.0,4.63,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.42,6.88,3.27,4.69,0.0,0.0,999.0,sa829336,0,0,1670
Henry Hirsch,Pirates,0.0,0.0,4.64,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.48,7.39,4.06,4.69,0.0,0.0,999.0,sa738275,0,0,1797
Tyler Warmoth,Angels,0.0,0.0,4.41,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,7.62,3.85,4.69,0.0,0.0,999.0,sa919526,0,0,1633
Hansel Robles,Mets,2.0,2.0,4.56,0.0,40.0,0.0,40.0,37.0,20.0,6.0,41.0,19.0,1.4,9.14,4.22,4.69,-0.1,-0.2,673.5,11801,2.1578947368421053,1.0,1025
Matt Murray,Royals,0.0,0.0,4.67,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.49,6.57,3.78,4.69,0.0,0.0,999.0,sa578194,0,0,1865
Tim Shibuya,Dodgers,0.0,0.0,4.56,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.37,5.56,2.36,4.69,0.0,0.0,999.0,sa580380,0,0,1699
Ryan Buchter,Royals,2.0,3.0,4.45,0.0,55.0,1.0,55.0,50.0,27.0,8.0,55.0,26.0,1.38,8.97,4.21,4.69,-0.1,0.2,687.1,9456,2.1153846153846154,0.6666666666666666,1027
David Carpenter,Nationals,0.0,0.0,4.66,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.41,8.0,3.65,4.7,0.0,0.0,999.0,3959,0,0,1599
Corey Littrell,Cardinals,0.0,0.0,4.44,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.46,7.18,4.01,4.7,0.0,0.0,999.0,sa550166,0,0,1718
Maikel Cleto,White Sox,0.0,0.0,4.51,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.44,9.97,4.98,4.7,0.0,0.0,999.0,5529,1.0,0,1819
Tyler Mahle,Reds,6.0,7.0,4.65,19.0,19.0,0.0,110.0,111.0,57.0,18.0,97.0,36.0,1.34,7.98,2.94,4.7,1.1,0.9,408.2,16358,2.6944444444444446,0.8571428571428571,856
Paul Voelker,Tigers,0.0,0.0,4.55,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.4,8.42,3.98,4.7,0.0,0.0,999.0,sa829176,0,0,1574
Clay Buchholz,Phillies,0.0,0.0,4.65,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.39,7.28,3.13,4.7,0.0,0.0,999.0,3543,0,0,1557
Andrew Bellatti,Rays,0.0,0.0,4.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.39,8.23,3.87,4.7,0.0,0.0,999.0,10657,0,0,1555
Elieser Hernandez,Marlins,0.0,1.0,4.57,0.0,10.0,0.0,10.0,10.0,5.0,1.0,9.0,5.0,1.43,8.05,4.22,4.7,0.0,0.0,999.0,sa658203,1.8,0.0,1557
Dillon Gee,Twins,0.0,0.0,4.7,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.34,7.04,2.44,4.7,0.0,0.0,735.0,7396,0,0,1512
R.A. Dickey,Braves,0.0,0.0,4.57,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.4,6.98,3.2,4.7,0.0,0.0,684.9,1245,0,0,1586
John Fasola,Rangers,0.0,0.0,4.71,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.42,7.99,3.64,4.7,0.0,0.0,999.0,sa550022,0,0,1597
Josh Taylor,Diamondbacks,0.0,0.0,4.56,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.49,7.12,4.1,4.7,0.0,0.0,999.0,sa842224,0,0,1785
Jeff Manship,Indians,0.0,0.0,4.58,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.45,7.48,3.89,4.7,0.0,0.0,999.0,6865,0,0,1692
Dale Thayer,Padres,0.0,0.0,4.7,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.4,7.68,3.44,4.7,0.0,0.0,999.0,5032,0,0,1572
Blaine Boyer,,0.0,1.0,4.68,0.0,10.0,0.0,10.0,11.0,5.0,1.0,7.0,4.0,1.44,6.57,3.25,4.71,0.0,-0.1,999.0,2237,1.75,0.0,1595
Ben Taylor,Red Sox,0.0,0.0,4.7,0.0,10.0,0.0,10.0,10.0,5.0,2.0,9.0,4.0,1.41,8.31,3.85,4.71,0.0,0.0,999.0,18114,2.25,0,1475
Tommy Milone,Mets,0.0,0.0,4.57,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.33,7.07,2.44,4.71,0.0,0.0,999.0,7608,0,0,1464
Ian Gibaut,Rays,0.0,0.0,4.47,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.42,8.6,4.39,4.71,0.0,0.0,999.0,sa857671,0,0,1613
Zac Gallen,Marlins,0.0,1.0,4.74,2.0,2.0,0.0,9.0,10.0,5.0,1.0,7.0,3.0,1.41,6.62,3.09,4.71,0.1,0.1,678.5,sa857550,2.3333333333333335,0.0,1522
Jeff Ferrell,Tigers,0.0,0.0,4.51,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.36,7.88,3.42,4.71,0.0,0.0,999.0,11506,0,0,1483
Brandon Woodruff,Brewers,8.0,11.0,4.82,26.0,36.0,0.0,161.0,168.0,86.0,25.0,140.0,59.0,1.41,7.85,3.3,4.71,1.5,1.1,377.9,16162,2.3728813559322033,0.7272727272727273,992
Casey Janssen,Nationals,0.0,0.0,4.69,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.39,6.93,2.88,4.71,0.0,0.0,999.0,7355,0,0,1569
Alexi Ogando,Braves,0.0,0.0,4.61,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.49,8.37,4.71,4.71,0.0,0.0,999.0,10261,1.0,0,1911
Mark Lamm,Braves,0.0,0.0,4.62,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.47,7.49,4.06,4.71,0.0,0.0,999.0,sa545076,0,0,1726
Jose Rosario,Cubs,0.0,0.0,4.51,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.47,7.78,4.37,4.71,0.0,0.0,999.0,sa506730,0,0,1731
Cory Taylor,Giants,0.0,0.0,4.55,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.49,6.63,4.18,4.71,0.0,0.0,999.0,sa875205,0,0,1834
Jon Perrin,Brewers,0.0,0.0,4.83,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.38,7.02,2.54,4.71,0.0,0.0,999.0,sa829664,0,0,1564
Marcos Molina,Mets,0.0,0.0,4.68,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.4,7.07,3.12,4.71,0.0,0.0,999.0,sa657917,0,0,1586
Brian Matusz,Cubs,0.0,0.0,4.46,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.38,8.27,3.78,4.71,0.0,0.0,999.0,2646,0,0,1527
Brian Wilson,Dodgers,0.0,0.0,4.49,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.45,8.35,4.42,4.71,0.0,0.0,999.0,6485,0,0,1682
Jace Fry,White Sox,1.0,2.0,4.43,0.0,30.0,0.0,30.0,29.0,15.0,4.0,28.0,16.0,1.52,8.3,4.93,4.71,0.0,0.0,999.0,16159,1.75,0.5,1316
J.B. Wendelken,Athletics,0.0,0.0,4.63,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.42,8.76,4.28,4.71,0.0,0.0,999.0,14506,0,0,1647
Paul Fry,Orioles,0.0,0.0,4.51,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5,8.7,4.83,4.71,0.0,0.0,999.0,sa738159,1.0,0,1920
Jaime Schultz,Rays,2.0,2.0,4.52,5.0,5.0,0.0,28.0,25.0,14.0,4.0,28.0,15.0,1.46,9.08,4.98,4.71,0.2,0.3,714.7,sa708975,1.8666666666666667,1.0,1181
Karch Kowalczyk,Dodgers,0.0,0.0,4.46,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.48,6.92,4.14,4.71,0.0,0.0,999.0,sa829792,0,0,1800
Ben Griset,Mets,0.0,0.0,4.46,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.48,7.96,4.45,4.72,0.0,0.0,999.0,sa550008,0,0,1750
Nestor Cortes,Orioles,0.0,0.0,4.5,0.0,10.0,0.0,10.0,10.0,5.0,2.0,10.0,4.0,1.33,8.91,3.36,4.72,0.0,0.1,999.0,sa738684,2.5,0,1263
Tyler Ihrig,Cubs,0.0,0.0,4.45,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.43,7.16,3.72,4.72,0.0,0.0,999.0,sa738252,0,0,1661
